url,price,İlan Numarası,İlan Güncelleme Tarihi,Kategorisi,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,Krediye Uygunluk,Banyo Sayısı,İlan Oluşturma Tarihi,Türü,Tipi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Site İçerisinde,Fiyat Durumu,Balkon Durumu,Banyo Metrekare,Yapı Durumu,Balkon Sayısı,Zemin Etüdü,Yatırıma Uygunluk,Tapu Durumu,Takas,WC Sayısı,Görüntülü Gezilebilir mi?,Yapı Tipi,Aidat,Balkon Tipi,Kira Getirisi,Balkon Metrekare,Eşya Durumu,İpotek Durumu,Salon Metrekare,WC Metrekare,Pafta,Ada,Parsel
https://www.emlakjet.com//ilan/konut-emlak-tan-satilik-21-genis-daire-14419666/,2.850.000 TL,14419666,19 Aralık 2023,Satılık,95 M2,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,19 Aralık 2023,Konut,Daire,105 M2,0 (Yeni),1,Boş,Hayır,Genel Fiyat,Var,10 M2,Sıfır,2,Var,Yatırıma Uygun,Kat Mülkiyeti,Var,2,Hayır,Betonarme,1 TL,Açık Balkon,12000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/asagicobanisa-mahallesi-21-85m2-3-katlinin-1-kati-14419587/,1.150.000 TL,14419587,23 Aralık 2023,Satılık,85 M2,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,19 Aralık 2023,Konut,Daire,95 M2,0 (Yeni),3,Boş,Hayır,Genel Fiyat,Var,10 M2,Sıfır,2,Var,Yatırıma Uygun,Kat İrtifakı,Var,2,Hayır,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/akmescid-mahallesi-31-110m2-5-katlinin-5-kati-14419549/,3.395.000 TL,14419549,23 Aralık 2023,Satılık,110 M2,3+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,1,19 Aralık 2023,Konut,Daire,120 M2,0 (Yeni),5,Boş,Hayır,Genel Fiyat,Var,10 M2,Sıfır,2,Var,Yatırıma Uygun,Kat İrtifakı,Var,2,Hayır,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/manisa-gokceler-de-satilik-61-luks-villa-14419509/,25.000.000 TL,14419509,24 Aralık 2023,Satılık,240 M2,6+1,Villa Tipi,Yerden Isıtma,Krediye Uygun,4,19 Aralık 2023,Konut,Daire,300 M2,0 (Yeni),2,Boş,Hayır,Genel Fiyat,Var,20 M2,Sıfır,2,Var,Yatırıma Uygun,Kat Mülkiyeti,Yok,4,Evet,Betonarme,0 TL,Açık Balkon,7000 TL,25 M2,Boş,Yok,35 M2,12 M2,0,1384,19
https://www.emlakjet.com//ilan/ozbay-gayrimenkulden-soguksu-mah-satilik-31-daire-14419310/,990.000 TL,14419310,19 Aralık 2023,Satılık,140 M2,3+1,1.Kat,Klimalı,Krediye Uygun,1,19 Aralık 2023,Konut,Daire,145 M2,21 Ve Üzeri,3,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Yatırıma Uygun,Kat İrtifakı,Yok,2,Evet,Betonarme,0 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/mutlu-mahallesi-31-135m2-5-katlinin-yuksek-zemin-kat-14419116/,2.050.000 TL,14419116,23 Aralık 2023,Satılık,135 M2,3+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,1,19 Aralık 2023,Konut,Daire,140 M2,11-15,5,Kiracı Oturuyor,Hayır,Genel Fiyat,Yok,10 M2,İkinci El,2,Var,Yatırıma Uygun,Kat İrtifakı,Var,1,Hayır,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/kuslubahce-mahallesi-31-120m2-3-katlinin-3-kati-14419084/,1.975.000 TL,14419084,23 Aralık 2023,Satılık,120 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,19 Aralık 2023,Konut,Daire,130 M2,5-10,3,Kiracı Oturuyor,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Yatırıma Uygun,Kat İrtifakı,Var,2,Hayır,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/haci-haliller-de-2-katli-ayri-girisli-21-satilik-evler-ve-ahir-14419014/,3.900.000 TL,14419014,19 Aralık 2023,Satılık,500 M2,4+2,3.Kat,Sobalı,Krediye Uygun,2,19 Aralık 2023,Konut,Köy Evi,505 M2,21 Ve Üzeri,2,Boş,Hayır,Genel Fiyat,Var,5 M2,İkinci El,1,Var,Yatırıma Uygun,Müstakil Tapulu,Var,2,Hayır,Betonarme,1 TL,Açık Teras,15000 TL,25 M2,Boş,Yok,35 M2,5 M2,0,1384,19
https://www.emlakjet.com//ilan/sehitler-mahallesi-31-120m2-5-katlinin-4-kati-14418968/,2.350.000 TL,14418968,23 Aralık 2023,Satılık,120 M2,3+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,2,19 Aralık 2023,Konut,Daire,130 M2,11-15,5,Kiracı Oturuyor,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Yatırıma Uygun,Kat İrtifakı,Var,2,Hayır,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/alaybey-mahallesi-31-120m2-5-katlinin-yuksek-giris-kati-14418891/,1.550.000 TL,14418891,23 Aralık 2023,Satılık,85 M2,2+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,1,19 Aralık 2023,Konut,Daire,95 M2,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,Yok,10 M2,İkinci El,2,Var,Yatırıma Uygun,Kat İrtifakı,Var,2,Hayır,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/akhisar-ataturk-mah-31-sifir-daire-14418418/,2.100.000 TL,14418418,19 Aralık 2023,Satılık,96 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,19 Aralık 2023,Konut,Daire,122 M2,0 (Yeni),3,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Yatırıma Uygun,Kat İrtifakı,Yok,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/dogalgazli-zeminustu-14418328/,1.250.000 TL,14418328,22 Aralık 2023,Satılık,125 M2,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,19 Aralık 2023,Konut,Daire,130 M2,11-15,4,Mülk Sahibi Oturuyor,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Yatırıma Uygun,Kat İrtifakı,Yok,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/goral-emlak-tan-manisa-mutlu-mah-7-yasinda-kose-karanliksiz-31-ara-kat-satilik-daire-14418082/,2.845.000 TL,14418082,23 Aralık 2023,Satılık,120 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,19 Aralık 2023,Konut,Daire,125 M2,5-10,4,Kiracı Oturuyor,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Yatırıma Uygun,Kat İrtifakı,Yok,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/manisa-da-yatirim-firsati-balkonlu-asansorlu-11-kacmaz-firsat-14418002/,1.800.000 TL,14418002,19 Aralık 2023,Satılık,70 M2,1+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,19 Aralık 2023,Konut,Daire,100 M2,0 (Yeni),4,Boş,Evet,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Bilinmiyor,Kat İrtifakı,Yok,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/manisa-nin-yatirima-en-uygun-bolgesinde-hayallerinize-kavusun-14418000/,3.000.000 TL,14418000,19 Aralık 2023,Satılık,100 M2,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,2,19 Aralık 2023,Konut,Daire,135 M2,0 (Yeni),4,Boş,Evet,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Bilinmiyor,Kat İrtifakı,Yok,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/manisa-nin-gozbebegi-kupon-bolgede-sifir-ve-dev-31-firsati-14417997/,4.000.000 TL,14417997,19 Aralık 2023,Satılık,135 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,2,19 Aralık 2023,Konut,Daire,170 M2,0 (Yeni),4,Boş,Evet,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Bilinmiyor,Kat İrtifakı,Yok,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/acar-emlaktan-50-yil-mah-satilik-ara-kat-daire-14417856/,1.650.000 TL,14417856,19 Aralık 2023,Satılık,80 M2,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,19 Aralık 2023,Konut,Daire,90 M2,2,5,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Bilinmiyor,Kat İrtifakı,Var,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Eşyalı,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/75-yil-mah-full-lux-bahceli-yuksek-giris-satilik-31-daire-14417854/,2.850.000 TL,14417854,19 Aralık 2023,Satılık,120 M2,3+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,1,19 Aralık 2023,Konut,Daire,125 M2,16-20,3,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Bilinmiyor,Kat İrtifakı,Var,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/acar-emlaktan-kaynak-mah-dag-manzarali-dublex-14417852/,3.250.000 TL,14417852,19 Aralık 2023,Satılık,200 M2,4+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,19 Aralık 2023,Konut,Daire,220 M2,5-10,3,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Bilinmiyor,Kat İrtifakı,Var,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/alsat-fiyatina-firsat-mukemmel-konumda-satilik-21-daire-14417851/,1.645.000 TL,14417851,19 Aralık 2023,Satılık,80 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,19 Aralık 2023,Konut,Daire,90 M2,3,5,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Bilinmiyor,Kat İrtifakı,Var,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/sevgi-sk-da-acil-satilik-dairemiz-zemin-ustu-dogalgazli-5-10-yillik-daire-14416657/,1.375.000 TL,14416657,18 Aralık 2023,Satılık,135 M2,3+1,Kot 1 (-1).Kat,Kombi Doğalgaz,Krediye Uygun,1,18 Aralık 2023,Konut,Daire,140 M2,5-10,4,Mülk Sahibi Oturuyor,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Yatırıma Uygun,Kat İrtifakı,Yok,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/yesillik-yakini-31-sifir-yerden-isitmali-sifir-daire-14416554/,2.790.000 TL,14416554,18 Aralık 2023,Satılık,105 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun Değil,1,18 Aralık 2023,Konut,Daire,115 M2,0 (Yeni),4,Boş,Hayır,Genel Fiyat,Var,10 M2,Sıfır,2,Var,Yatırıma Uygun,Kat İrtifakı,Yok,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/45emlaktan-14416475/,1.900.000 TL,14416475,18 Aralık 2023,Satılık,135 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,18 Aralık 2023,Konut,Daire,140 M2,16-20,3,Kiracı Oturuyor,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Bilinmiyor,Kat İrtifakı,Var,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/hafsa-sultan-da-tadilatli-21-satilik-dairemiz-14416392/,2.540.000 TL,14416392,18 Aralık 2023,Satılık,90 M2,2+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,1,18 Aralık 2023,Konut,Daire,108 M2,16-20,8,Kiracı Oturuyor,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Bilinmiyor,Bilinmiyor,Yok,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/peker-mahallesi-31-125-m2-5-katlinin-3-kati-14416050/,2.350.000 TL,14416050,23 Aralık 2023,Satılık,125 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,18 Aralık 2023,Konut,Daire,135 M2,21 Ve Üzeri,5,Kiracı Oturuyor,Hayır,Genel Fiyat,Var,10 M2,İkinci El,3,Var,Yatırıma Uygun,Kat İrtifakı,Var,2,Hayır,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/tunca-mahallesi-31-125-m2-5-katlinin-2-kati-14415916/,2.750.000 TL,14415916,23 Aralık 2023,Satılık,125 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,18 Aralık 2023,Konut,Daire,135 M2,16-20,5,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Yatırıma Uygun,Kat İrtifakı,Var,2,Hayır,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/prime-m-luck-tan-kuyualan-mh-satilik-31-daire-14415475/,1.695.000 TL,14415475,18 Aralık 2023,Satılık,120 M2,3+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,1,18 Aralık 2023,Konut,Daire,140 M2,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Yatırıma Uygun,Kat İrtifakı,Yok,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/emlak-center-dan-tevfikiye-mah-31-luks-daire-14415447/,2.700.000 TL,14415447,22 Aralık 2023,Satılık,120 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,18 Aralık 2023,Konut,Daire,130 M2,4,5,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Yatırıma Uygun,Kat İrtifakı,Yok,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/agabey-gayrimenkul-den-sehitler-mahallesinde-satilik-mustakil-ev-14415439/,2.799.000 TL,14415439,18 Aralık 2023,Satılık,110 M2,3+1,Müstakil,Klimalı,Krediye Uygun,1,18 Aralık 2023,Konut,Daire,120 M2,21 Ve Üzeri,3,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Yatırıma Uygun,Kat İrtifakı,Yok,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/salihli-manisa-kurtulus-mah-21-14415244/,1.875.000 TL,14415244,18 Aralık 2023,Satılık,82 M2,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,18 Aralık 2023,Konut,Daire,95 M2,0 (Yeni),5,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Yatırıma Uygun,Kat İrtifakı,Yok,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/caglayan-gayrimenkul-satilik-daire-zeytinliova-yolu-ustu-14414498/,2.100.000 TL,14414498,18 Aralık 2023,Satılık,130 M2,3+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,1,18 Aralık 2023,Konut,Daire,140 M2,5-10,5,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Bilinmiyor,Kat İrtifakı,Yok,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/hurriyet-mahallesi-sanayi-yolu-uzeri-11-satilik-daire-14414463/,1.400.000 TL,14414463,19 Aralık 2023,Satılık,74 M2,1+1,2.Kat,Kombi Doğalgaz,Bilinmiyor,1,18 Aralık 2023,Konut,Daire,75 M2,4,4,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Yatırıma Uygun,Kat İrtifakı,Yok,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/manisa-soma-31-satilik-daire-14414392/,1.350.000 TL,14414392,18 Aralık 2023,Satılık,110 M2,3+1,1.Kat,Merkezi Kömür,Krediye Uygun,1,18 Aralık 2023,Konut,Daire,115 M2,5-10,4,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Yatırıma Uygun,Kat İrtifakı,Yok,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/ataturk-mahallesi-21-105-m2-4-katlinin-3-kati-14414165/,1.650.000 TL,14414165,23 Aralık 2023,Satılık,105 M2,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,18 Aralık 2023,Konut,Daire,115 M2,4,4,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Yatırıma Uygun,Kat İrtifakı,Var,2,Hayır,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/alaybey-mahallesi-41-180-m2-5-katlinin-cati-dublexs-kati-14414003/,2.100.000 TL,14414003,23 Aralık 2023,Satılık,180 M2,4+1,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun,1,18 Aralık 2023,Konut,Daire,185 M2,16-20,5,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Yatırıma Uygun,Kat İrtifakı,Var,2,Hayır,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/emlak-center-dan-muradiye-mah-cadde-uzeri-21-dubleks-14413916/,1.785.000 TL,14413916,22 Aralık 2023,Satılık,90 M2,2+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,2,18 Aralık 2023,Konut,Daire,100 M2,3,5,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Yatırıma Uygun,Kat İrtifakı,Yok,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/sahibinden-ferah-daire-14413913/,2.375.000 TL,14413913,18 Aralık 2023,Satılık,125 M2,3+1,2.Kat,Klimalı,Bilinmiyor,1,18 Aralık 2023,Konut,Daire,135 M2,16-20,4,Mülk Sahibi Oturuyor,Evet,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Yatırıma Uygun,Kat Mülkiyeti,Yok,2,Evet,Betonarme,75 TL,Açık Balkon,7000 TL,20 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/yeni-mahalle-mahallesi-31-90m2-5-katlinin-3-kati-14413342/,2.750.000 TL,14413342,23 Aralık 2023,Satılık,90 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,18 Aralık 2023,Konut,Daire,95 M2,11-15,5,Kiracı Oturuyor,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Yatırıma Uygun,Kat İrtifakı,Var,2,Hayır,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/ergenekon-mahallesinde-satilik-yenilenmis-mustakil-villa-14412515/,10.750.000 TL,14412515,18 Aralık 2023,Satılık,240 M2,4+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,18 Aralık 2023,Konut,Villa,300 M2,21 Ve Üzeri,2,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Bilinmiyor,Kat İrtifakı,Var,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/kethuda-mahallesi-satilik-21-firsat-daire-14412400/,910.000 TL,14412400,21 Aralık 2023,Satılık,100 M2,2+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,1,18 Aralık 2023,Konut,Daire,105 M2,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Bilinmiyor,Müstakil Tapulu,Yok,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/akhisar-efendi-mah-ring-yolunda-satilik-31-sifir-daire-14412397/,2.275.000 TL,14412397,21 Aralık 2023,Satılık,120 M2,3+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,2,18 Aralık 2023,Konut,Daire,130 M2,0 (Yeni),4,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Bilinmiyor,Kat İrtifakı,Yok,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/8-yillik-cumhuriyet-mah-31-120m-full-lux-asansorlu-satilik-d-14411164/,2.475.000 TL,14411164,17 Aralık 2023,Satılık,115 M2,3+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,1,17 Aralık 2023,Konut,Daire,120 M2,5-10,5,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Bilinmiyor,Bilinmiyor,Yok,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/nisancipasa-mah-31-125m-ful-lux-asansorlu-arakat-satilik-daire-14411163/,2.495.000 TL,14411163,17 Aralık 2023,Satılık,120 M2,3+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,1,17 Aralık 2023,Konut,Daire,125 M2,21 Ve Üzeri,6,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Bilinmiyor,Bilinmiyor,Yok,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/egd-emir-grup-dan-dere-mah-asansorlu-arakat-satilik-daire-14411162/,2.550.000 TL,14411162,17 Aralık 2023,Satılık,135 M2,3+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,1,17 Aralık 2023,Konut,Daire,140 M2,11-15,5,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Bilinmiyor,Bilinmiyor,Yok,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/egd-emir-grup-dan-akmescit-mah-31-140m-full-oz-arakat-satilik-14411160/,2.750.000 TL,14411160,17 Aralık 2023,Satılık,130 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,17 Aralık 2023,Konut,Daire,140 M2,11-15,4,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Bilinmiyor,Bilinmiyor,Yok,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/emir-grup-tan-muradiye-de-full-ozellikli-satilik-41-dubleks-14411158/,2.400.000 TL,14411158,17 Aralık 2023,Satılık,200 M2,4+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,2,17 Aralık 2023,Konut,Daire,230 M2,4,4,Mülk Sahibi Oturuyor,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Bilinmiyor,Kat İrtifakı,Var,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/10-yillik-dublex-hafsa-sultan-mah-31-145m-full-lux-satilik-14411157/,2.450.000 TL,14411157,17 Aralık 2023,Satılık,135 M2,3+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,1,17 Aralık 2023,Konut,Daire,145 M2,5-10,5,Mülk Sahibi Oturuyor,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Bilinmiyor,Bilinmiyor,Yok,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/uzun-emlak-tan-sifir-11-21-yuzme-havuzlu-sitede-daireler-14410827/,2.250.000 TL,14410827,17 Aralık 2023,Satılık,45 M2,1 Oda,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun,1,17 Aralık 2023,Konut,Daire,50 M2,0 (Yeni),1,Boş,Hayır,Genel Fiyat,Var,10 M2,Sıfır,1,Var,Yatırıma Uygun,Kat İrtifakı,Var,1,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/inonu-mah-satilik-daire-14410720/,1.250.000 TL,14410720,17 Aralık 2023,Satılık,85 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,17 Aralık 2023,Konut,Daire,95 M2,21 Ve Üzeri,4,Kiracı Oturuyor,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Bilinmiyor,Kat İrtifakı,Yok,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
